w1,w2,count,p1,p2,joint.prob.nonnorm,joint.prob,expected,disparity,score
investigation,grinsells,12,0.000111802,0.000157838,1.76E-08,6.90E-08,0.02096936,572.2635273,0.278560178
the,web,49,0.032968442,0.000220316,7.26E-06,2.84E-05,8.631127402,5.677126257,0.273797447
to,deal,49,0.02759208,0.000355136,9.80E-06,3.83E-05,11.64400815,4.208172939,0.271465957
you,should,49,0.010821778,0.001170633,1.27E-05,4.95E-05,15.05368778,3.255016359,0.269953128
it,would,49,0.007714339,0.002259058,1.74E-05,6.81E-05,20.70855373,2.366172001,0.268542374
but,if,49,0.004971902,0.003620412,1.80E-05,7.03E-05,21.38967246,2.290825167,0.268422785
is,just,49,0.011732635,0.003166628,3.72E-05,0.000145173,44.1485208,1.10988996,0.266548431
love,and,49,0.001703337,0.022837206,3.89E-05,0.000151997,46.2239478,1.06005658,0.266469337
posted,on,48,0.000440631,0.007816276,3.44E-06,1.35E-05,4.092597214,11.72849354,0.25922608
2016,at,48,0.000943741,0.003774962,3.56E-06,1.39E-05,4.233395161,11.33841708,0.25860696
away,from,47,0.000460361,0.003271853,1.51E-06,5.89E-06,1.789847958,26.25921369,0.258112954
youtube,trending,15,0.000108514,0.000226892,2.46E-08,9.62E-08,0.029256883,512.6998664,0.256549947
horrific,social,11,4.60E-05,0.000351848,1.62E-08,6.33E-08,0.019247611,571.4994905,0.253171554
he,told,48,0.007599249,0.000858245,6.52E-06,2.55E-05,7.750067357,6.193494558,0.250441053
will,not,48,0.002499104,0.005146181,1.29E-05,5.03E-05,15.28244911,3.140857833,0.245595976
social,media,36,0.000351848,0.000466938,1.64E-07,6.42E-07,0.195225771,184.4018843,0.243177899
real,housewives,17,0.000542569,5.59E-05,3.03E-08,1.19E-07,0.036041088,471.683877,0.239802205
mental,health,19,0.000157838,0.000230181,3.63E-08,1.42E-07,0.043172212,440.0979031,0.238021575
lamar,odom,14,0.000217027,0.000105225,2.28E-08,8.92E-08,0.027136819,515.9042405,0.237459896
mccartney,music,14,5.92E-05,0.000388019,2.30E-08,8.97E-08,0.027291005,512.9895273,0.232833728
party,documentary,15,0.000335406,7.56E-05,2.54E-08,9.91E-08,0.030143455,497.6204585,0.232616246
dont,think,47,0.002686537,0.001548787,4.16E-06,1.63E-05,4.944336132,9.50582621,0.23152235
legette,336,11,0.000180856,9.21E-05,1.67E-08,6.51E-08,0.019787264,555.9131408,0.228433246
he,doesnt,47,0.007599249,0.000782614,5.95E-06,2.32E-05,7.067111229,6.650525013,0.226990479
tried,to,47,0.000236757,0.02759208,6.53E-06,2.55E-05,7.762672101,6.054616167,0.226044666
babys,daddy,41,0.000483379,0.000739866,3.58E-07,1.40E-06,0.424976462,96.47593131,0.224503593
the,right,47,0.032968442,0.000940452,3.10E-05,0.000121151,36.84331996,1.275672227,0.218459632
grinsells,attorney,12,0.000157838,0.000121667,1.92E-08,7.50E-08,0.022819598,525.8637818,0.204915534
man,who,46,0.001706625,0.002857528,4.88E-06,1.91E-05,5.794982896,7.937900909,0.204857811
she,didnt,46,0.007934655,0.000930587,7.38E-06,2.89E-05,8.774225297,5.242628089,0.200579934
said,he,46,0.001703337,0.007599249,1.29E-05,5.06E-05,15.38135973,2.990632869,0.197005618
i,never,46,0.014264622,0.001012795,1.44E-05,5.65E-05,17.16743012,2.679492485,0.196511782
to,use,46,0.02759208,0.000575452,1.59E-05,6.20E-05,18.8676058,2.438041185,0.196128556
to,work,46,0.02759208,0.000624776,1.72E-05,6.74E-05,20.48482915,2.245564249,0.195823061
with,their,46,0.008704116,0.002531987,2.20E-05,8.61E-05,26.18844372,1.756499947,0.195046829
so,he,46,0.003745368,0.007599249,2.85E-05,0.000111214,33.82117517,1.360094668,0.194417664
what,is,46,0.002982483,0.011732635,3.50E-05,0.000136731,41.58121325,1.106268827,0.194014797
i,will,46,0.014264622,0.002499104,3.56E-05,0.000139296,42.36119122,1.085899586,0.193982467
e,mail,17,0.000378154,8.55E-05,3.23E-08,1.26E-07,0.038418129,442.4994231,0.193481289
talk,peen,15,0.000542569,4.93E-05,2.68E-08,1.05E-07,0.03180096,471.683877,0.191450281
paternity,suit,15,0.000220316,0.000121667,2.68E-08,1.05E-07,0.031852355,470.9227897,0.1902423
barack,obama,36,0.000197298,0.001029236,2.03E-07,7.93E-07,0.241301828,149.1907471,0.187291565
he,didnt,45,0.007599249,0.000930587,7.07E-06,2.76E-05,8.403329739,5.35502014,0.176582358
the,past,45,0.032968442,0.000302523,9.97E-06,3.90E-05,11.85169733,3.796924504,0.174109383
i,could,45,0.014264622,0.000864821,1.23E-05,4.82E-05,14.6592017,3.069744242,0.172955219
young,dolph,12,0.000506397,3.95E-05,2.00E-08,7.81E-08,0.023744717,505.3755825,0.17239712
in,our,45,0.012064753,0.001535634,1.85E-05,7.24E-05,22.0155539,2.04400944,0.171327196
make,a,45,0.001269282,0.021117428,2.68E-05,0.000104735,31.85096759,1.41282992,0.170325402
son,and,45,0.001282435,0.022837206,2.93E-05,0.000114438,34.80181398,1.293036048,0.170135267
my,baby,45,0.005422398,0.006152399,3.34E-05,0.000130355,39.64235692,1.135149459,0.169884673
as,he,45,0.004524693,0.007599249,3.44E-05,0.000134355,40.85859265,1.10135952,0.169831043
looks,like,42,0.000259775,0.00312388,8.12E-07,3.17E-06,0.964307891,43.55455387,0.164683922
replies,0,12,5.59E-05,0.000361712,2.02E-08,7.90E-08,0.024027392,499.4299875,0.162960403
0,replies,12,0.000361712,5.59E-05,2.02E-08,7.90E-08,0.024027392,499.4299875,0.162960403
woman,who,44,0.001081849,0.002857528,3.09E-06,1.21E-05,3.673505535,11.97765991,0.162917702
awards,couples,15,0.000220316,0.000128243,2.83E-08,1.10E-07,0.033574104,446.7729031,0.151912137
her,son,44,0.008010286,0.001282435,1.03E-05,4.01E-05,12.20694296,3.604506071,0.149628019
he,said,44,0.007599249,0.001703337,1.29E-05,5.06E-05,15.38135973,2.860605353,0.148447316
she,said,44,0.007934655,0.001703337,1.35E-05,5.28E-05,16.06024277,2.739684613,0.148255393
right,now,43,0.000940452,0.002226175,2.09E-06,8.18E-06,2.487824418,17.28417797,0.147164128
a,very,44,0.021117428,0.000881263,1.86E-05,7.27E-05,22.1141433,1.989676896,0.147064998
when,it,44,0.002801627,0.007714339,2.16E-05,8.45E-05,25.68222383,1.713247275,0.146626255
life,and,44,0.001236399,0.022837206,2.82E-05,0.00011033,33.55251809,1.311376985,0.145988415
because,of,44,0.001917076,0.01604359,3.08E-05,0.00012018,36.54806571,1.203894081,0.145817821
you,like,44,0.010821778,0.00312388,3.38E-05,0.000132095,40.17135785,1.09530776,0.145645475
was,born,43,0.005981408,0.000378154,2.26E-06,8.84E-06,2.687791422,15.99826521,0.145123155
explain,color,15,0.000138108,0.000207163,2.86E-08,1.12E-07,0.033998117,441.2009054,0.143068386
exclusive,beef,15,0.000381442,7.56E-05,2.88E-08,1.13E-07,0.034280792,437.562817,0.137294093
exclusive,erica,15,0.000381442,7.56E-05,2.88E-08,1.13E-07,0.034280792,437.562817,0.137294093
celebrities,topics,15,0.000184145,0.000157838,2.91E-08,1.14E-07,0.03453777,434.3071413,0.132126757
topics,celebrities,15,0.000157838,0.000184145,2.91E-08,1.14E-07,0.03453777,434.3071413,0.132126757
paternity,test,18,0.000220316,0.000177568,3.91E-08,1.53E-07,0.046487221,387.2031826,0.129892288
the,truth,43,0.032968442,0.000226892,7.48E-06,2.92E-05,8.888772996,4.837563072,0.127409137
just,dont,43,0.003166628,0.002686537,8.51E-06,3.32E-05,10.10912037,4.253584725,0.12648226
used,to,43,0.000338694,0.02759208,9.35E-06,3.65E-05,11.1049337,3.872152789,0.125876859
look,at,42,0.000516262,0.003774962,1.95E-06,7.62E-06,2.315829408,18.13605089,0.124340239
to,come,43,0.02759208,0.000680677,1.88E-05,7.34E-05,22.31768229,1.926723369,0.122789117
existing,account,17,8.55E-05,0.000420902,3.60E-08,1.41E-07,0.042761048,397.5580755,0.122151381
wordpress,com,32,0.00013482,0.001226534,1.65E-07,6.46E-07,0.196497809,162.8516884,0.112270058
years,ago,38,0.001025948,0.000437343,4.49E-07,1.75E-06,0.533176819,71.27091549,0.111970865
info,topic,15,0.000194009,0.00015455,3.00E-08,1.17E-07,0.035629924,420.9944449,0.110997141
well,as,42,0.001321894,0.004524693,5.98E-06,2.34E-05,7.107379596,5.909350898,0.104934293
dog,t,29,0.00026964,0.000447208,1.21E-07,4.71E-07,0.143290628,202.3858816,0.102489963
hot,water,16,0.000263064,0.000128243,3.37E-08,1.32E-07,0.040088483,399.1171267,0.100449911
most,of,42,0.000851668,0.01604359,1.37E-05,5.34E-05,16.23661924,2.586745391,0.099660727
went,to,42,0.000509686,0.02759208,1.41E-05,5.50E-05,16.71130799,2.513268262,0.099544106
think,that,42,0.001548787,0.011456419,1.77E-05,6.93E-05,21.08453744,1.991981096,0.09871673
about,her,42,0.003791404,0.008010286,3.04E-05,0.00011867,36.08873136,1.163798183,0.097402257
their,own,41,0.002531987,0.00086811,2.20E-06,8.59E-06,2.611918829,15.69727188,0.096293501
talking,about,40,0.000299235,0.003791404,1.13E-06,4.43E-06,1.348142264,29.67045918,0.094295471
wont,be,41,0.000414325,0.005813705,2.41E-06,9.41E-06,2.862317659,14.32405654,0.094113964
up,sign,41,0.003225817,0.000805632,2.60E-06,1.02E-05,3.088162294,13.27650431,0.092451312
j,gives,15,0.000167703,0.000184145,3.09E-08,1.21E-07,0.03669638,408.7596624,0.091578367
please,confirm,18,0.000634641,6.58E-05,4.17E-08,1.63E-07,0.049596648,362.92775,0.091362861
found,out,40,0.000414325,0.003127168,1.30E-06,5.06E-06,1.539629012,25.98028465,0.088438508
apos,s,28,0.000138108,0.000822074,1.14E-07,4.44E-07,0.134913163,207.5409059,0.086495941
50,cents,17,0.000552434,6.91E-05,3.81E-08,1.49E-07,0.045330823,375.0207696,0.086380671
could,be,41,0.000864821,0.005813705,5.03E-06,1.96E-05,5.974520194,6.862475759,0.082271109
end,of,41,0.00038473,0.01604359,6.17E-06,2.41E-05,7.334689002,5.589875725,0.080251267
know,what,41,0.002170274,0.002982483,6.47E-06,2.53E-05,7.691592137,5.330495854,0.079839585
seem,to,41,0.000246622,0.02759208,6.80E-06,2.66E-05,8.086116772,5.070418986,0.079426796
when,they,41,0.002801627,0.003465863,9.71E-06,3.79E-05,11.53839042,3.553355235,0.077018946
there,was,41,0.00173622,0.005981408,1.04E-05,4.06E-05,12.34046844,3.32240224,0.076652383
us,on,41,0.001397525,0.007816276,1.09E-05,4.27E-05,12.98025236,3.15864429,0.07639247
nothing,to,41,0.000476803,0.02759208,1.32E-05,5.14E-05,15.63315909,2.62263051,0.075541721
the,next,41,0.032968442,0.00046365,1.53E-05,5.97E-05,18.16401438,2.25721028,0.074961734
to,tell,41,0.02759208,0.000555722,1.53E-05,5.99E-05,18.22071646,2.25018594,0.074950585
it,will,41,0.007714339,0.002499104,1.93E-05,7.53E-05,22.90902596,1.789687614,0.074219692
powered,by,35,0.000118379,0.002772032,3.28E-07,1.28E-06,0.389937587,89.75795406,0.068785195
talk,characters,15,0.000542569,5.92E-05,3.21E-08,1.25E-07,0.038161152,393.0698975,0.066675921
instead,of,40,0.000187433,0.01604359,3.01E-06,1.18E-05,3.573310027,11.19410286,0.064970209
monday,april,13,0.00015455,0.000167703,2.59E-08,1.01E-07,0.030798748,422.095084,0.064392127
supreme,court,19,7.23E-05,0.0006741,4.88E-08,1.91E-07,0.057948416,327.877817,0.059908349
make,it,40,0.001269282,0.007714339,9.79E-06,3.83E-05,11.63537371,3.43779246,0.052659566
watchlist,share,19,7.56E-05,0.000654371,4.95E-08,1.93E-07,0.05880929,323.0782072,0.052290516
to,try,40,0.02759208,0.000486668,1.34E-05,5.25E-05,15.95660376,2.506799103,0.051181914
young,jeezy,10,0.000506397,3.62E-05,1.83E-08,7.16E-08,0.02176599,459.4323478,0.051125114
to,court,40,0.02759208,0.0006741,1.86E-05,7.27E-05,22.10205251,1.80978667,0.050075631
do,it,40,0.002541852,0.007714339,1.96E-05,7.66E-05,23.30089087,1.716672561,0.049927842
take,a,40,0.001016083,0.021117428,2.15E-05,8.38E-05,25.49727716,1.568794964,0.049693134
for,their,40,0.008924432,0.002531987,2.26E-05,8.83E-05,26.85131706,1.489684842,0.049567572
your,baby,40,0.004748297,0.006152399,2.92E-05,0.00011415,34.71410757,1.152269288,0.049032034
in,their,40,0.012064753,0.002531987,3.05E-05,0.000119364,36.29973555,1.101936402,0.048952147
dealing,with,38,0.000131532,0.008704116,1.14E-06,4.47E-06,1.360438635,27.93216763,0.043184568
timediff,2016,22,7.23E-05,0.000943741,6.83E-08,2.67E-07,0.081127782,271.1771419,0.042442186
ramsey,said,32,0.00013482,0.001703337,2.30E-07,8.97E-07,0.272884357,117.2657911,0.039917135
race,matters,15,0.00026964,0.000124955,3.37E-08,1.32E-07,0.040037087,374.6526302,0.037444444
apps,tmz,23,9.54E-05,0.000805632,7.68E-08,3.00E-07,0.09129124,251.9409308,0.036086861
tmz,apps,23,0.000805632,9.54E-05,7.68E-08,3.00E-07,0.09129124,251.9409308,0.036086861
i,mean,39,0.014264622,0.000292658,4.17E-06,1.63E-05,4.960718445,7.861764467,0.035505233
people,who,39,0.00152248,0.002857528,4.35E-06,1.70E-05,5.169705358,7.543950244,0.035000806
exclusive,shots,15,0.000381442,8.88E-05,3.39E-08,1.32E-07,0.040242669,372.7386959,0.03440669
we,were,39,0.003485592,0.001433696,5.00E-06,1.95E-05,5.938234977,6.567608077,0.033451177
continue,to,39,0.00024991,0.02759208,6.90E-06,2.69E-05,8.193931662,4.759619876,0.030581578
leave,a,39,0.000361712,0.021117428,7.64E-06,2.98E-05,9.076700608,4.296715479,0.029846867
such,a,39,0.000368289,0.021117428,7.78E-06,3.04E-05,9.241731528,4.219988417,0.029725087
a,great,39,0.021117428,0.000378154,7.99E-06,3.12E-05,9.489277908,4.109901763,0.02955036
ive,been,37,0.000483379,0.00187104,9.04E-07,3.53E-06,1.074718254,34.42762777,0.029318056
a,big,39,0.021117428,0.000420902,8.89E-06,3.47E-05,10.56197889,3.692489865,0.028887853
1,23,10,0.000124955,0.000151262,1.89E-08,7.39E-08,0.022459829,445.2393576,0.028598316
babys,mama,38,0.000483379,0.00366316,1.77E-06,6.92E-06,2.104105685,18.05992934,0.027515571
the,problem,39,0.032968442,0.000388019,1.28E-05,5.00E-05,15.20109005,2.565605484,0.027099287
who,have,39,0.002857528,0.005576948,1.59E-05,6.23E-05,18.93697686,2.059462832,0.026295949
a,father,39,0.021117428,0.000858245,1.81E-05,7.08E-05,21.53653508,1.810876256,0.025901398
find,out,38,0.000605046,0.003127168,1.89E-06,7.39E-06,2.248347129,16.90130474,0.025676628
to,let,39,0.02759208,0.000753019,2.08E-05,8.12E-05,24.68960988,1.579611837,0.02553434
stay,connected,13,0.000322253,8.55E-05,2.76E-08,1.08E-07,0.032738927,397.0808149,0.024690035
53,million,10,5.92E-05,0.000322253,1.91E-08,7.45E-08,0.022665411,441.2009054,0.022188575
beach,lady,12,0.00011509,0.000213739,2.46E-08,9.61E-08,0.029231185,410.5204732,0.021845199
common,sense,11,0.000108514,0.000200586,2.18E-08,8.51E-08,0.025864781,425.2887416,0.021109104
single,people,36,0.000453785,0.00152248,6.91E-07,2.70E-06,0.820965868,43.85078771,0.020098324
high,school,27,0.000338694,0.000371577,1.26E-07,4.92E-07,0.149548029,180.5440048,0.019471097
michelle,naked,15,0.000588605,5.92E-05,3.48E-08,1.36E-07,0.041399068,362.3270005,0.017881478
tmz,sports,25,0.000805632,0.000124955,1.01E-07,3.93E-07,0.119623004,208.9899026,0.016267869
was,pregnant,38,0.005981408,0.000611623,3.66E-06,1.43E-05,4.347210474,8.74123768,0.012725151
account,log,20,0.000420902,0.000141397,5.95E-08,2.33E-07,0.070720195,282.8046501,0.012545184
my,bf,37,0.005422398,0.000256487,1.39E-06,5.43E-06,1.652647696,22.38831669,0.010209529
see,all,38,0.00152248,0.00395253,6.02E-06,2.35E-05,7.150731693,5.314141494,0.00728574
see,his,38,0.00152248,0.006356274,9.68E-06,3.78E-05,11.49947118,3.304499781,0.004096082
the,latest,38,0.032968442,0.000355136,1.17E-05,4.57E-05,13.91286208,2.73128561,0.003186289
a,long,38,0.021117428,0.000591893,1.25E-05,4.88E-05,14.85278281,2.55844312,0.002911957
who,are,38,0.002857528,0.004843658,1.38E-05,5.41E-05,16.44703238,2.310447205,0.002518344
the,real,38,0.032968442,0.000542569,1.79E-05,6.99E-05,21.25576151,1.787750581,0.001688731
was,so,38,0.005981408,0.003745368,2.24E-05,8.75E-05,26.62082113,1.42745409,0.001116877
would,you,38,0.002259058,0.010821778,2.44E-05,9.55E-05,29.05023457,1.308078938,0.000927407
is,no,38,0.011732635,0.002219599,2.60E-05,0.000101757,30.94522486,1.227976212,0.00080027
all,this,38,0.00395253,0.006764022,2.67E-05,0.000104466,31.76901748,1.196133939,0.00074973
loses,white,15,7.56E-05,0.000476803,3.61E-08,1.41E-07,0.04285099,350.0502536,-0.001603902
f,k,15,0.000200586,0.000180856,3.63E-08,1.42E-07,0.043107968,347.9635159,-0.004915925
judge,robert,15,0.000315676,0.00011509,3.63E-08,1.42E-07,0.043172212,347.445713,-0.00573777
women,who,37,0.001062119,0.002857528,3.04E-06,1.19E-05,3.606511514,10.25922137,-0.009041501
little,girl,35,0.000914146,0.000841803,7.70E-07,3.01E-06,0.914428568,38.27526964,-0.012926977
a,bit,37,0.021117428,0.000217027,4.58E-06,1.79E-05,5.446020365,6.793951826,-0.0145415
even,if,37,0.001269282,0.003620412,4.60E-06,1.80E-05,5.460590986,6.775823367,-0.014570273
had,been,37,0.002505681,0.00187104,4.69E-06,1.83E-05,5.5709885,6.641550239,-0.014783388
my,own,37,0.005422398,0.00086811,4.71E-06,1.84E-05,5.593576818,6.614729931,-0.014825957
i,thought,37,0.014264622,0.000355136,5.07E-06,1.98E-05,6.019748225,6.146436465,-0.015569222
right,wing,21,0.000940452,7.56E-05,7.11E-08,2.78E-07,0.084519884,248.4622429,-0.017786359
dont,get,37,0.002686537,0.002604329,7.00E-06,2.73E-05,8.314042923,4.450301778,-0.018261289
hot,topics,16,0.000263064,0.000157838,4.15E-08,1.62E-07,0.049339671,324.2826655,-0.018325682
he,says,37,0.007599249,0.000930587,7.07E-06,2.76E-05,8.403329739,4.40301656,-0.018336339
to,meet,37,0.02759208,0.000256487,7.08E-06,2.77E-05,8.409561442,4.39975381,-0.018341518
west,shopping,14,0.00040446,8.22E-05,3.32E-08,1.30E-07,0.039510283,354.338132,-0.018974239
he,did,37,0.007599249,0.001101579,8.37E-06,3.27E-05,9.947404462,3.719563243,-0.019421101
she,got,37,0.007934655,0.001121308,8.90E-06,3.48E-05,10.57247642,3.499653112,-0.019770138
urban,word,11,0.000108514,0.000213739,2.32E-08,9.06E-08,0.027560832,399.1171267,-0.020429901
michelle,malkin,24,0.000588605,0.000170991,1.01E-07,3.93E-07,0.119597306,200.6734157,-0.021107836
to,call,37,0.02759208,0.000450496,1.24E-05,4.86E-05,14.77063997,2.504969323,-0.021348878
he,will,37,0.007599249,0.002499104,1.90E-05,7.42E-05,22.56724594,1.639544324,-0.022722461
to,live,37,0.02759208,0.000723425,2.00E-05,7.80E-05,23.71927586,1.559912715,-0.02284885
hours,ago,22,0.000184145,0.000437343,8.05E-08,3.15E-07,0.095698403,229.8888928,-0.023089605
i,said,37,0.014264622,0.001703337,2.43E-05,9.49E-05,28.87249612,1.281496406,-0.023290747
ended,face,14,0.000105225,0.000318965,3.36E-08,1.31E-07,0.039882901,351.0276276,-0.024228598
t,shirts,10,0.000447208,4.60E-05,2.06E-08,8.04E-08,0.024464253,408.7596624,-0.029301445
my,sd,35,0.005422398,0.000197298,1.07E-06,4.18E-06,1.271267459,27.53157863,-0.029979124
so,many,36,0.003745368,0.000664236,2.49E-06,9.72E-06,2.956242918,12.17761902,-0.030172625
long,as,36,0.000591893,0.004524693,2.68E-06,1.05E-05,3.182408774,11.312186,-0.031546221
on,twitter,36,0.007816276,0.000473514,3.70E-06,1.45E-05,4.398014917,8.185511118,-0.03650881
closed,contact,11,7.89E-05,0.000302523,2.39E-08,9.33E-08,0.028370311,387.7292739,-0.038504448
he,wants,36,0.007599249,0.000611623,4.65E-06,1.82E-05,5.523036507,6.518153547,-0.039155203
be,able,35,0.005813705,0.000233469,1.36E-06,5.30E-06,1.612893284,21.70013375,-0.039234664
the,rest,36,0.032968442,0.000147973,4.88E-06,1.91E-05,5.797025867,6.210080966,-0.039644169
to,avoid,36,0.02759208,0.000180856,4.99E-06,1.95E-05,5.929818966,6.071011646,-0.039864897
weve,sent,17,0.000213739,0.000226892,4.85E-08,1.89E-07,0.057627194,294.9996154,-0.040627126
music,video,33,0.000388019,0.001417255,5.50E-07,2.15E-06,0.653467965,50.49979768,-0.041876402
you,feel,36,0.010821778,0.000772749,8.36E-06,3.27E-05,9.937125364,3.622778085,-0.043750679
no,matter,34,0.002219599,0.000381442,8.47E-07,3.31E-06,1.006066727,33.7949751,-0.044213963
didnt,want,35,0.000930587,0.001706625,1.59E-06,6.21E-06,1.887203866,18.54595607,-0.044240905
as,an,36,0.004524693,0.002508969,1.14E-05,4.44E-05,13.48987719,2.668667734,-0.045265021
divorced,fathers,11,9.54E-05,0.000253199,2.41E-08,9.43E-08,0.028691533,383.388373,-0.045394229
but,its,36,0.004971902,0.002515545,1.25E-05,4.89E-05,14.862034,2.422279481,-0.045656083
vote,for,35,0.000187433,0.008924432,1.67E-06,6.54E-06,1.987694899,17.60833618,-0.045729074
are,just,36,0.004843658,0.003166628,1.53E-05,5.99E-05,18.22611299,1.975188019,-0.046365697
pauly,d,22,0.000170991,0.000503109,8.60E-08,3.36E-07,0.102225631,215.2102154,-0.046387276
as,they,36,0.004524693,0.003465863,1.57E-05,6.13E-05,18.63477138,1.931872373,-0.046434447
the,babys,36,0.032968442,0.000483379,1.59E-05,6.23E-05,18.93695117,1.901045194,-0.046483375
how,she,36,0.002298518,0.007934655,1.82E-05,7.13E-05,21.67202644,1.661127542,-0.046864167
been,in,36,0.00187104,0.012064753,2.26E-05,8.82E-05,26.8240903,1.3420772,-0.047370556
a,family,36,0.021117428,0.00123311,2.60E-05,0.00010175,30.94329753,1.163418345,-0.04765412
child,with,36,0.003038384,0.008704116,2.64E-05,0.000103338,31.42613246,1.145543444,-0.04768249
family,and,36,0.00123311,0.022837206,2.82E-05,0.000110037,33.46328267,1.075805992,-0.047793176
is,an,36,0.011732635,0.002508969,2.94E-05,0.000115023,34.97956528,1.02917231,-0.047867192
2016,2,22,0.000943741,9.21E-05,8.69E-08,3.40E-07,0.103253541,213.0677543,-0.049787742
t,pain,18,0.000447208,0.000124955,5.59E-08,2.18E-07,0.066402974,271.0721971,-0.05442823
i,agree,35,0.014264622,0.000187433,2.67E-06,1.04E-05,3.177089341,11.01637261,-0.056191692
dbs,exclusive,15,0.000105225,0.000381442,4.01E-08,1.57E-07,0.047695015,314.4982747,-0.058031212
im,sure,34,0.002097932,0.000549145,1.15E-06,4.50E-06,1.368995984,24.83571932,-0.058433895
subscribe,follow,23,0.000223604,0.000453785,1.01E-07,3.96E-07,0.120573821,190.7545091,-0.061026866
contact,eric,11,0.000302523,8.22E-05,2.49E-08,9.72E-08,0.029552407,372.220103,-0.063120259
she,wants,35,0.007934655,0.000611623,4.85E-06,1.90E-05,5.766805319,6.069218235,-0.064043706
not,going,35,0.005146181,0.001068696,5.50E-06,2.15E-05,6.535257844,5.355565279,-0.0651764
add,a,35,0.000279505,0.021117428,5.90E-06,2.31E-05,7.013814106,4.990152216,-0.065756375
to,create,35,0.02759208,0.000220316,6.08E-06,2.38E-05,7.223597649,4.845231102,-0.065986391
going,on,35,0.001068696,0.007816276,8.35E-06,3.26E-05,9.926075333,3.526066328,-0.06808014
for,our,35,0.008924432,0.001535634,1.37E-05,5.36E-05,16.28514944,2.149197349,-0.070265475
black,women,34,0.001555363,0.001062119,1.65E-06,6.46E-06,1.963037912,17.3200934,-0.070362529
man,with,35,0.001706625,0.008704116,1.49E-05,5.80E-05,17.65169129,1.982812833,-0.070529557
com,vip,23,0.001226534,8.55E-05,1.05E-07,4.10E-07,0.124608367,184.5782959,-0.070829615
to,find,35,0.02759208,0.000605046,1.67E-05,6.52E-05,19.83793981,1.764296108,-0.070876382
married,to,35,0.000628064,0.02759208,1.73E-05,6.77E-05,20.59264405,1.699636041,-0.070979009
through,the,35,0.000555722,0.032968442,1.83E-05,7.16E-05,21.7710527,1.607639303,-0.071125024
said,that,35,0.001703337,0.011456419,1.95E-05,7.63E-05,23.18851463,1.509367916,-0.071280999
about,his,35,0.003791404,0.006356274,2.41E-05,9.42E-05,28.63691204,1.222198816,-0.071736787
it,just,35,0.007714339,0.003166628,2.44E-05,9.55E-05,29.02814736,1.205726275,-0.071762932
about,this,35,0.003791404,0.006764022,2.56E-05,0.000100207,30.47394106,1.148522271,-0.071853725
is,one,35,0.011732635,0.002456356,2.88E-05,0.000112611,34.24604884,1.022015712,-0.072054513
stars,looks,14,0.000141397,0.000259775,3.67E-08,1.44E-07,0.04364762,320.7505905,-0.072283637
topics,grammy,15,0.000157838,0.000263064,4.15E-08,1.62E-07,0.049339671,304.0149989,-0.074670034
photo,credit,15,0.000361712,0.00011509,4.16E-08,1.63E-07,0.04946816,303.2253495,-0.075923348
if,youre,34,0.003620412,0.000595181,2.15E-06,8.42E-06,2.560536188,13.27846885,-0.076777306
trending,search,14,0.000226892,0.000164415,3.73E-08,1.46E-07,0.044328611,315.8231177,-0.080104413
as,long,34,0.004524693,0.000591893,2.68E-06,1.05E-05,3.182408774,10.68373123,-0.080895615
outside,of,34,0.000210451,0.01604359,3.38E-06,1.32E-05,4.012137574,8.474285683,-0.084402398
would,like,34,0.002259058,0.00312388,7.06E-06,2.76E-05,8.385816726,4.054464951,-0.091417439
people,are,34,0.00152248,0.004843658,7.37E-06,2.88E-05,8.762918289,3.879985968,-0.091694369
its,just,34,0.002515545,0.003166628,7.97E-06,3.11E-05,9.465700227,3.59191599,-0.092151587
she,did,34,0.007934655,0.001101579,8.74E-06,3.42E-05,10.38645044,3.273495618,-0.092656977
music,legend,14,0.000388019,9.86E-05,3.83E-08,1.50E-07,0.045485009,307.7937164,-0.0928485
they,dont,34,0.003465863,0.002686537,9.31E-06,3.64E-05,11.06439551,3.072919798,-0.092975326
grinsells,possible,10,0.000157838,0.000144685,2.28E-08,8.92E-08,0.027136819,368.5030289,-0.093195878
a,bad,34,0.021117428,0.000519551,1.10E-05,4.29E-05,13.03744269,2.6078734,-0.093713437
is,going,34,0.011732635,0.001068696,1.25E-05,4.90E-05,14.89955271,2.281947698,-0.094230739
the,end,34,0.032968442,0.00038473,1.27E-05,4.96E-05,15.07226725,2.255798642,-0.094272243
i,need,34,0.014264622,0.000914146,1.30E-05,5.10E-05,15.49527784,2.194216867,-0.094369984
of,these,34,0.01604359,0.000897704,1.44E-05,5.63E-05,17.11427434,1.986645728,-0.094699436
because,it,34,0.001917076,0.007714339,1.48E-05,5.78E-05,17.57363438,1.934716477,-0.094781857
she,can,34,0.007934655,0.001933517,1.53E-05,5.99E-05,18.23054585,1.865001755,-0.094892507
i,really,34,0.014264622,0.001265993,1.81E-05,7.06E-05,21.45928766,1.584395556,-0.095337879
that,there,34,0.011456419,0.00173622,1.99E-05,7.77E-05,23.63616936,1.438473362,-0.095569483
house,and,34,0.000891128,0.022837206,2.04E-05,7.95E-05,24.18279894,1.405958015,-0.095621091
into,a,34,0.001025948,0.021117428,2.17E-05,8.47E-05,25.74482354,1.320653837,-0.095756484
her,child,34,0.008010286,0.003038384,2.43E-05,9.51E-05,28.92106486,1.175613698,-0.095986688
